#Code,description
#Extracted from http://www.publictendering.com/xls/CPV2008es.xls on 20151010. Converted using in2csv.
34621100-7,Vagones de carga
34621200-8,Vehículos de mantenimiento o de servicio para ferrocarril
34622000-3,"Coches de pasajeros de tren y tranvía, y trolebuses"
34622100-4,Coches de pasajeros de tranvía
34622200-5,Coches de pasajeros de tren
34622300-6,Trolebuses
34622400-7,Vagones de ferrocarril
34622500-8,Furgones de equipaje y para usos especiales
34630000-2,Partes de locomotoras de ferrocarril o tranvía o material móvil; equipo de control del tráfico de ferrocarriles
34631000-9,Partes de locomotoras o material móvil
34631100-0,Ruedas monobloque
34631200-1,Topes y enganches
34631300-2,Asientos para material móvil
34631400-3,"Ejes de ruedas y neumáticos, y otras partes de locomotoras o de material móvil"
34632000-6,Equipo de control del tráfico de ferrocarriles
34632100-7,Señalización mecánica
34632200-8,Equipo eléctrico de señalización para vías férreas
34632300-9,Instalaciones eléctricas para vías férreas
34640000-5,Elementos automotores
34700000-4,Aeronaves y naves espaciales
34710000-7,"Helicópteros, aviones, naves espaciales y otras aeronaves propulsadas"
34711000-4,Helicópteros y aviones
34711100-5,Aviones
34711110-8,Aeronaves de ala fija
34711200-6,Aeronaves sin piloto
34711300-7,Aeronaves pilotadas
34711400-8,Aeronaves para usos especiales
34711500-9,Helicópteros
34712000-1,"Naves espaciales, satélites y vehículos de lanzamiento"
34712100-2,Vehículos espaciales
34712200-3,Satélites
34712300-4,Lanzadores de vehículos espaciales
34720000-0,"Globos aerostáticos, dirigibles y otras aeronaves sin propulsión"
34721000-7,Planeadores
34721100-8,Alas delta
34722000-4,Globos aerostáticos y dirigibles
34722100-5,Globos aerostáticos
34722200-6,Dirigibles
34730000-3,"Partes de aeronaves, naves espaciales y helicópteros"
34731000-0,Partes de aeronaves
34731100-1,Motores de avión
34731200-2,Turborreactores
34731300-3,Turbopropulsores
34731400-4,Motores de reacción
34731500-5,Partes de motores de aeronaves
34731600-6,Partes de turborreactores o turbopropulsores
34731700-7,Partes de helicópteros
34731800-8,Neumáticos para aviones
34740000-6,"Equipamiento, entrenadores, simuladores de vuelo y sus partes para aeronaves o naves espaciales"
34741000-3,Equipo relacionado con aeronaves
34741100-4,Dispositivos de lanzamiento de aeronaves
34741200-5,Sistemas de lanzamiento de aeronaves
34741300-6,Dispositivos de frenado sobre cubierta de buques portaaviones
34741400-7,Simuladores de vuelo
34741500-8,Entrenadores de vuelo en tierra
34741600-9,Bolsas para el mareo
34900000-6,Medios de transporte y piezas de recambio diversos
34910000-9,"Carros de tracción animal o manual, otros vehículos sin propulsión mecánica, carritos para equipaje y piezas de recambio diversas"
34911000-6,Carros de tracción animal o manual y otros vehículos sin propulsión mecánica
34911100-7,Carritos manuales
34912000-3,Carritos para equipaje
34912100-4,Cochecitos de niño
34913000-0,Piezas de recambio diversas
34913100-1,Neumáticos usados
34913200-2,Neumáticos recauchutados
34913300-3,Guardabarros
34913400-4,Relojes para vehículos
34913500-5,Cerraduras para vehículos
34913510-8,Candados de bicicleta
34913600-6,Hélices para buques
34913700-7,Escaleras de vehículos contra incendios
34913800-8,Anclas
34920000-2,Equipo para carreteras
34921000-9,Equipo de mantenimiento de carreteras
34921100-0,Barrederas viales
34921200-1,Barrederas de pistas
34922000-6,Equipo de señalización de carreteras
34922100-7,Marcas viales
34922110-0,Esferillas de vidrio para la señalización horizontal
34923000-3,Equipo de control del tráfico rodado
34924000-0,Señales de mensaje variable
34926000-4,Equipo de control de aparcamientos
34927000-1,Equipo para peajes
34927100-2,Sal para carreteras
34928000-8,Mobiliario para carreteras
34928100-9,Barreras de protección
34928110-2,Medianas
34928120-5,Componentes para barreras
34928200-0,Vallas
34928210-3,Postes de madera
34928220-6,Componentes para cercas
34928230-9,Pantallas acústicas viales
34928300-1,Barreras de seguridad
34928310-4,Vallado de seguridad
34928320-7,Guardarraíles
34928330-0,Dispositivos de protección contra avalanchas
34928340-3,Barreras paranieves
34928400-2,Mobiliario urbano
34928410-5,Balizas
34928420-8,Luces indicadoras de peligro en carreteras
34928430-1,Conos de seguridad
34928440-4,Postes de parada de autobús
34928450-7,Hitos luminosos
34928460-0,Conos de carretera
34928470-3,Señalización
34928471-0,Materiales de señalización
34928472-7,Postes indicadores
34928480-6,Contenedores y cubos de residuos y basura
34928500-3,Equipo de alumbrado de calles
34928510-6,Farolas para el alumbrado de calles
34928520-9,Postes de alumbrado
34928530-2,Lámparas de alumbrado público
34929000-5,Materiales para la red de autopistas
34930000-5,Equipo marino
34931000-2,Equipo portuario
34931100-3,Instalaciones portuarias
34931200-4,Pasarelas de embarque de pasajeros para embarcaciones
34931300-5,Escaleras de embarque de pasajeros para embarcaciones
34931400-6,Simuladores de puente de buque
34931500-7,Equipo de control del tráfico de buques
34932000-9,Equipos de radar
34933000-6,Equipo de navegación
34934000-3,Palas de hélices
34940000-8,Equipo ferroviario
34941000-5,Raíles y accesorios
34941100-6,Varillas
34941200-7,Raíles de vías férreas
34941300-8,Raíles de tranvía
34941500-0,Crucetas
34941600-1,Vías de cruzamiento
34941800-3,Empalmes de vía férrea
34942000-2,Equipo de señalización
34942100-3,Postes de señalización
34942200-4,Cajas de señalización
34943000-9,Sistema de monitorización del tráfico ferroviario
34944000-6,Sistema de calefacción de agujas
34945000-3,Máquinas para alineación de vías
34946000-0,Materiales y suministros para la construcción de vías férreas
34946100-1,Materiales de construcción de vías férreas
34946110-4,Raíles
34946120-7,Material ferroviario
34946121-4,Bridas y placas de asiento
34946122-1,Contracarriles
34946200-2,Materiales para la construcción de vías férreas
34946210-5,Carriles conductores de corriente
34946220-8,"Agujas, puntas de corazón, varillas para el mando de agujas y demás elementos para el cruce y cambio de vías"
34946221-5,Agujas
34946222-2,Puntas de corazón
34946223-9,Varillas para el mando de agujas
34946224-6,Elementos para el cruce y cambio de vías
34946230-1,"Bridas de unión, placas y tirantes de separación"
34946231-8,Bridas de unión
34946232-5,Placas y tirantes de separación
34946240-4,Cojinetes y cuñas
34947000-7,Traviesas y partes de traviesas
34947100-8,Traviesas
34947200-9,Partes de traviesas
34950000-1,Equipamiento con amplia capacidad de carga
34951000-8,Plataformas de acceso
34951200-0,Equipo de manipulación de lodos
34951300-1,Instalación de secado de lodos
34952000-5,Elevadores hidráulicos de plataforma
34953000-2,Rampas de acceso
34953100-3,Rampas para transbordador
34953300-5,Pasarelas para pasajeros
34954000-9,Pasarelas de servicio
34955000-6,Dique flotante
34955100-7,Unidad de almacenamiento flotante
34960000-4,Equipo aeroportuario
34961000-1,Sistema de manipulación de equipajes
34961100-2,Equipo de manipulación de equipajes
34962000-8,Equipo de control de tráfico aéreo
34962100-9,Equipo de torre de control
34962200-0,Control del tráfico aéreo
34962210-3,Simulación de control del tráfico aéreo
34962220-6,Sistemas de control del tráfico aéreo
34962230-9,Formación para el control del tráfico aéreo
34963000-5,Sistema de aterrizaje por instrumentos (ILS)
34964000-2,Radiofaro omnidireccional VHF Doppler (DVOR)
34965000-9,Equipo radiotelemétrico (DME)
34966000-6,Radiogoniómetro y radiofaro no direccional
34966100-7,Radiogoniómetro (RDF)
34966200-8,Radiofaro no direccional (NDB)
34967000-3,Sistema de comunicación aeroportuaria (COM)
34968000-0,Sistema de vigilancia aeroportuaria y sistema de iluminación aeroportuaria
34968100-1,Sistema de vigilancia aeroportuaria (SUR)
34968200-2,Sistema de iluminación aeroportuaria (PAPI)
34969000-7,Pasarelas y escaleras de embarque de pasajeros para aeronaves
34969100-8,Pasarelas de embarque de pasajeros para aeronaves
34969200-9,Escaleras de embarque de pasajeros para aeronaves
34970000-7,Equipo para monitorización del tráfico
34971000-4,Equipo de cámara de control de velocidad
34972000-1,Sistema de medición del flujo del tráfico
34980000-0,Billetes de transporte
34990000-3,"Equipo de control, seguridad, señalización e iluminación"
34991000-0,Luces para iluminación exterior
34992000-7,"Señales, incluidas las luminosas"
34992100-8,Señales de tráfico luminosas
34992200-9,Pancartas de señalización
34992300-0,Placas indicadoras de calles
34993000-4,Luces para el alumbrado de carreteras
34993100-5,Alumbrado de túneles
34994000-1,Alumbrado para orientación e iluminación de barcos
34994100-2,Alumbrado para orientación e iluminación fluvial
34995000-8,Alumbrado para orientación e iluminación de aeronaves
34996000-5,"Equipo de control, seguridad o señalización para carreteras"
34996100-6,Semáforos
34996200-7,"Equipo de control, seguridad o señalización para vías interiores de navegación"
34996300-8,"Equipo de control, seguridad o señalización para zonas de estacionamiento"
34997000-2,"Equipo de control, seguridad o señalización para aeropuertos"
34997100-3,Registradores de vuelo
34997200-4,Alumbrado de aeropuertos
34997210-7,Luces de pista
34998000-9,"Equipo de control, seguridad o señalización para instalaciones portuarias"
34999000-6,"Generadores de señales, separadores de señales de antena (""splitters"") y máquinas de galvanoplastia"
34999100-7,Generadores de señales
34999200-8,"Separadores de señales de antena (""splitters"")"
34999300-9,Máquinas de galvanoplastia
34999400-0,Modelos reducidos a escala
34999410-3,Modelos de aeronaves reducidos a escala
34999420-6,Modelos de barcos reducidos a escala
35000000-4,"Equipo de seguridad, extinción de incendios, policía y defensa"
35100000-5,Equipo de emergencia y seguridad
35110000-8,"Equipo de extinción de incendios, salvamento y seguridad"
35111000-5,Equipo de extinción de incendios
35111100-6,Aparatos respiratorios para extinción de incendios
35111200-7,Materiales para extinción de incendios
35111300-8,Extintores
35111310-1,Paquetes de espuma para extintores
35111320-4,Extintores de incendios portátiles
35111400-9,Equipo de evacuación de emergencia
35111500-0,Sistemas de extinción de incendios
35111510-3,Herramientas manuales de extinción de incendios
35111520-6,Espuma para la extinción de incendios o compuestos análogos
35112000-2,Equipo de salvamento y emergencia
35112100-3,Maniquíes para la formación sobre situaciones de emergencia
35112200-4,Ducha de emergencia
35112300-5,Ducha ocular
35113000-9,Equipo de seguridad
35113100-0,Equipo de seguridad del lugar
35113110-0,Sistema de protección de reactores nucleares
35113200-1,"Equipo de protección nuclear, biológica, química y radiológica"
35113210-4,Equipo de seguridad nuclear
35113300-2,Instalaciones de seguridad
35113400-3,Ropa de protección y de seguridad
35113410-6,Prendas de vestir de protección biológica y química
35113420-9,Prendas de vestir de protección nuclear y radiológica
35113430-2,Chalecos de seguridad
35113440-5,Chalecos reflectantes
35113450-8,Chaquetones o ponchos de protección
35113460-1,Medias o calcetines de protección
35113470-4,Camisas o pantalones de protección
35113480-7,Muñequeras de protección
35113490-0,Vestidos de protección
35120000-1,Sistemas y dispositivos de vigilancia y seguridad
35121000-8,Aparatos e instrumentos de seguridad
35121100-9,Zumbadores
35121200-0,Detectores de dinero falso
35121300-1,Accesorios de seguridad
35121400-2,Sacos de seguridad
35121500-3,Precintos
35121600-4,Marcas
35121700-5,Sistemas de alarma
35121800-6,Espejos convexos de seguridad
35121900-7,Detectores de radar
35123000-2,Equipo de identificación del lugar
35123100-3,Sistema de tarjetas magnéticas
35123200-4,Equipo para horario de trabajo flexible
35123300-5,Sistema de cronometraje
35123400-6,Distintivos de identificación
35123500-7,Sistemas de identificación por vídeo
35124000-9,Detectores de metal
35125000-6,Sistema de vigilancia
35125100-7,Sensores
35125110-0,Sensores biométricos
35125200-8,Sistemas de control horario y aparatos de registro para control horario
35125300-2,Cámaras de seguridad
35126000-3,Equipo de lectura de códigos de barras
35200000-6,Equipo para policía
35210000-9,Blancos para práctica de tiro
35220000-2,Equipo antidisturbios
35221000-9,Cañones de agua
35230000-5,Esposas
35240000-8,Sirenas
35250000-1,Repelentes para ataques caninos
35260000-4,Señales de policía
35261000-1,Paneles de información
35261100-2,Paneles indicadores de mensajes variables
35262000-8,Equipo de señalización de control de cruces
35300000-7,"Armas, municiones y sus partes"
35310000-0,Armas diversas
35311000-7,"Espadas, sables, bayonetas y lanzas"
35311100-8,Espadas
35311200-9,Sables
35311300-0,Bayonetas
35311400-1,Lanzas
35312000-4,Pistolas de gas
35320000-3,Armas de fuego
35321000-0,Armas de fuego ligeras
35321100-1,Armas cortas
35321200-2,Fusiles
35321300-3,Ametralladoras
35322000-7,Artillería
35322100-8,Material antiaéreo
35322200-9,Artillería autopropulsada
35322300-0,Artillería remolcada
35322400-1,Morteros
35322500-2,Obuses
35330000-6,Municiones
35331000-3,Municiones para armas de fuego y acciones de guerra
35331100-4,Balas
35331200-5,Proyectiles
35331300-3,Granadas
35331400-7,Minas terrestres
35331500-8,Cartuchos
35332000-0,Municiones para acciones navales de guerra
35332100-1,Torpedos
35332200-2,Minas marinas
35333000-7,Municiones para acciones aéreas de guerra
35333100-8,Bombas (armamento)
35333200-9,Cohetes
35340000-9,Partes de armas de fuego y municiones
35341000-6,Partes de armas de fuego ligeras
35341100-7,Accesorios para tuberías de bronce de cañón
35342000-3,Partes de lanzacohetes
35343000-0,Partes de morteros
35400000-8,Vehículos militares y sus partes
35410000-1,Vehículos militares blindados
35411000-8,Carros de combate
35411100-9,Carros de combate medios
35411200-0,Carros de combate ligeros
35412000-5,Vehículos de combate blindados
35412100-6,Vehículos de combate para infantería
35412200-7,Vehículos de transporte de tropas blindados
35412300-8,Vehículos de transporte de armas blindados
35412400-9,Vehículos de reconocimiento y patrulla
35412500-0,Vehículos de mando y enlace
35420000-4,Partes de vehículos militares
35421000-1,Piezas mecánicas de recambio para vehículos militares
35421100-2,Motores y partes de motores para vehículos militares
35422000-8,Piezas electrónicas y eléctricas de recambio para vehículos militares
35500000-9,Buques de guerra y sus partes
35510000-2,Buques de guerra
35511000-9,Buques de guerra de superficie
35511100-0,Portaaviones
35511200-1,Destructores y fragatas
35511300-2,Corbetas y barcos patrulleros
35511400-3,Embarcaciones y buques anfibios
